Date,,Berri1,Boyer,Boyer 2,Brébeuf,Christophe-Colomb,CSC (Côte Sainte-Catherine),Eco-Totem - Métro Laurier,Maisonneuve_2,Maisonneuve_3,Notre-Dame,Parc,PierDup,Pont Jacques-Cartier,Rachel / Hôtel de Ville,Rachel / Papineau,René-Lévesque,Saint-Antoine,Saint-Laurent/Bellechasse,Saint-Urbain
27/08/2017,00:00,3877,3770,2399,3450,1456,1404,793,3726,1487,1535,1761,2582,2986,3952,4902,1647,308,5739,1441
28/08/2017,00:00,5321,4284,2823,4924,1719,3031,782,6322,2247,2216,3498,2021,3042,4017,5760,2618,766,8888,2543
29/08/2017,00:00,5944,4765,3060,5430,1779,3151,841,6791,2480,2483,3699,2298,3283,4230,6123,2812,848,9034,2802
30/08/2017,00:00,5881,4710,3205,5567,1929,3132,974,6861,2476,2444,3897,2308,3254,4484,6305,2825,745,9419,2850
31/08/2017,00:00,4534,3822,2381,4425,1229,2674,807,5866,2058,1738,3272,1155,2239,3709,5395,2030,615,8186,2443
01/09/2017,00:00,4080,3702,2308,3713,1241,2284,633,5000,1770,1614,2886,1303,2202,3587,4830,1839,578,7896,2158
02/09/2017,00:00,4159,3561,2156,3392,1442,1301,654,3372,1293,1449,1506,2880,2546,3838,4339,1649,330,6206,1503
03/09/2017,00:00,460,465,309,519,95,227,165,619,194,153,319,52,264,585,785,161,48,1295,292
04/09/2017,00:00,2093,2130,1306,2051,813,865,406,2108,930,853,1138,1836,1818,2325,2680,1020,182,3349,918
05/09/2017,00:00,4922,3420,2313,4079,1175,3257,807,6452,2137,1741,3653,1229,2191,3708,5057,2051,578,8619,2431
06/09/2017,00:00,5066,3844,2478,4327,1356,3219,861,6560,2262,1943,3910,1391,2534,3656,5190,2295,626,9031,2552
07/09/2017,00:00,3168,2349,1488,2659,715,1935,498,3889,1399,966,2370,557,1234,2472,3289,1233,345,6130,1554
08/09/2017,00:00,4656,3398,2211,3778,1089,2722,497,5710,1868,1574,3385,1123,2147,3558,4855,1966,596,7898,2286
09/09/2017,00:00,3242,3004,1851,2935,910,1965,702,3300,1233,1060,1820,1537,2003,3551,3949,1204,238,5874,1454
10/09/2017,00:00,3122,3263,1981,3183,1259,1707,895,3157,1312,1156,1975,2314,2766,4488,4513,1262,270,5923,1479
11/09/2017,00:00,5532,4333,2692,4745,1622,3656,1206,6818,2443,2179,4146,2072,2822,4221,5836,2531,718,9538,2719
12/09/2017,00:00,6196,4577,2965,5327,1710,3878,3709,7399,2576,2487,4438,2090,3186,4325,6192,2772,803,9972,2969
13/09/2017,00:00,6247,4682,2966,5463,1732,3846,3968,7450,2722,2428,4553,2089,3088,4439,6418,2798,824,9847,3151
14/09/2017,00:00,6176,4737,2976,5511,1680,3703,4123,7698,2519,2297,4454,2082,2974,4416,6148,2711,712,9272,3066
15/09/2017,00:00,5860,4441,2831,5125,1503,3183,4264,6797,2326,2269,4019,1796,2601,4354,6199,2540,709,9300,2833
16/09/2017,00:00,4101,4015,2290,3862,1299,1495,3471,3956,1547,1487,1852,2335,2382,3796,5015,1745,312,7190,1838
17/09/2017,00:00,3873,3810,2332,3881,1524,1506,3209,2516,1480,1381,1988,2552,2626,4003,4593,1539,239,6406,1590
18/09/2017,00:00,5742,4208,2830,4980,1601,3625,3888,0,2522,2171,4249,1762,2751,3826,5644,2478,754,8457,2702
19/09/2017,00:00,6419,4628,3085,5571,1761,3925,4054,0,2585,2449,4574,1925,2991,4226,6313,2788,750,9165,3035
20/09/2017,00:00,5857,4389,2938,5191,1809,3909,4286,0,2552,2212,4371,1751,2740,4109,5972,2635,812,9179,2860
21/09/2017,00:00,6461,4543,2871,5414,1760,3654,4293,3450,2523,2232,4440,1857,2794,4337,6193,2632,752,9664,2910
22/09/2017,00:00,6011,4508,2771,5206,1637,3374,4213,7330,2318,2118,4064,1784,2631,4501,5938,2483,755,9022,2839
23/09/2017,00:00,4203,3878,2266,3897,1264,1538,3291,4378,1455,1289,1933,2196,2324,3686,4969,1433,342,6440,1734
24/09/2017,00:00,3263,3338,2073,2839,1239,1427,3073,3895,1312,1068,1752,1494,2813,3322,4134,1256,228,5781,1417
25/09/2017,00:00,5607,3961,2579,4705,1500,3265,3866,7030,2307,2083,3984,1581,2395,3608,5391,2407,551,9044,2606
26/09/2017,00:00,6295,4235,2814,5153,1490,3662,4189,7729,2279,2188,4246,1680,2703,3860,5763,2636,768,9550,2747
27/09/2017,00:00,5407,3336,2219,4327,1253,2990,3628,6654,2114,1850,3765,1227,2279,3450,5103,2144,559,8271,2485
28/09/2017,00:00,5765,3897,2529,4696,1299,2888,3812,7147,2287,1955,4095,1567,2445,4043,5492,2429,718,8947,2646
29/09/2017,00:00,4922,3448,2255,4081,1150,2776,3822,1411,1959,1662,3472,1208,2175,3772,5037,2021,616,8337,2451
30/09/2017,00:00,2903,2692,1672,2728,772,1233,2582,0,1090,847,1494,1070,1568,2984,3589,892,195,5293,1353
01/10/2017,00:00,2843,2667,1698,2688,860,1207,2374,0,1036,860,1441,1424,1769,2950,3302,1081,202,4909,1070
02/10/2017,00:00,5125,3617,2392,4342,1337,3294,3644,2481,2224,1977,3899,1320,2371,3625,5265,2200,705,8486,2415
03/10/2017,00:00,6014,4063,2750,4930,1438,3612,4009,6477,2331,2145,4205,1711,2740,3915,5619,2489,749,9344,2756
04/10/2017,00:00,4547,2750,1784,3551,972,2625,3250,5589,1740,1556,3264,954,1797,2959,4340,1785,585,8735,2119
05/10/2017,00:00,5025,3491,2266,4287,1203,3018,3716,6712,2002,1683,3766,1021,2039,3556,5062,1967,589,12403,2403
06/10/2017,00:00,4867,3723,2348,4129,1140,2653,3508,6010,1892,1658,3339,1257,2096,3830,5097,1800,565,10092,2123
07/10/2017,00:00,1613,1508,823,1550,301,759,1661,1941,588,423,891,450,811,1677,2154,479,143,3170,837
08/10/2017,00:00,1841,1718,978,1729,440,764,1666,2202,590,506,1003,718,929,2022,2320,583,144,3319,812
09/10/2017,00:00,546,589,333,556,110,276,748,775,227,175,389,67,283,699,868,223,45,1191,333
10/10/2017,00:00,5403,3482,2444,4392,1243,2844,3610,6360,2038,1840,3724,1437,2332,3609,5040,2105,622,11709,2372
11/10/2017,00:00,4824,3140,2029,4029,1147,2681,3520,6123,2002,1647,3716,913,2045,3344,4700,1952,652,8139,2318
12/10/2017,00:00,4926,3700,2256,4161,1163,2821,3650,6199,1885,1695,3544,1045,2035,3650,4756,1878,570,7768,2280
13/10/2017,00:00,4317,3249,1974,3773,1103,2261,3441,5656,1743,1499,3232,996,1852,3408,4369,1658,550,7394,2198
14/10/2017,00:00,2413,1935,1146,2009,426,904,2180,2801,810,569,1345,655,1077,2283,2788,645,154,3873,1097
15/10/2017,00:00,1269,1047,595,1138,198,485,1348,1621,479,265,758,175,420,1292,1609,329,96,2228,616
16/10/2017,00:00,3662,2535,1650,3141,813,2406,2865,4774,1504,1289,2949,638,1571,2678,3662,1437,457,5746,1758
17/10/2017,00:00,4049,2683,1671,3516,919,2323,3154,5392,1647,1400,3243,771,1668,2862,3949,1600,490,6402,1966
18/10/2017,00:00,4978,3293,2036,4186,1090,2781,3457,6185,1972,1648,3517,1252,2176,3452,4823,1833,628,8051,2218
19/10/2017,00:00,4837,3268,2201,4127,1082,2799,3567,6184,1948,1664,3621,1134,2092,3358,4685,1887,598,8728,2220
20/10/2017,00:00,4315,3136,2032,3757,1021,2425,3613,5591,1806,1508,3170,970,1803,3434,4508,1679,538,7126,1913
21/10/2017,00:00,2946,3023,1787,2892,876,1250,2723,3327,1092,954,1520,1593,2101,3089,3725,1036,243,5134,1237
22/10/2017,00:00,2524,2387,1519,2457,854,1147,2444,2804,996,838,1377,1470,1738,2988,3304,924,226,4415,799
23/10/2017,00:00,4365,3232,2159,4005,1147,2356,3283,5964,2042,1649,3498,1319,2270,3449,4604,1939,645,6661,1801
24/10/2017,00:00,2067,1246,912,1785,409,1083,1400,2869,855,685,1940,253,838,1628,2237,805,257,3348,936
25/10/2017,00:00,4133,2899,2022,3597,924,2215,3172,5856,1877,1402,3425,923,1874,3257,4451,1714,567,6735,1794
26/10/2017,00:00,2514,1726,1203,2229,521,1365,2236,4168,1081,883,2306,298,1034,2111,2718,1020,342,4449,1142
27/10/2017,00:00,3433,2468,1658,3028,725,1743,2954,6195,1446,1179,2779,661,1419,2933,3788,1341,466,5824,1552
28/10/2017,00:00,2633,2450,1462,2453,660,1103,2415,2936,1041,776,1481,1444,1767,2924,3333,858,222,4664,1217
29/10/2017,00:00,568,656,345,657,78,256,822,1003,237,172,506,62,195,714,983,197,62,1249,297
30/10/2017,00:00,1885,1175,796,1496,319,1140,1757,2705,790,483,1779,164,498,1529,2016,662,259,3112,567
31/10/2017,00:00,3084,1923,1325,2562,623,1832,2523,4497,1236,986,2639,440,1166,2177,3032,1228,419,5014,1095
01/11/2017,00:00,3075,1906,1332,2574,605,1813,2398,3930,1262,965,2498,432,1234,2200,3148,1106,361,4644,1326
02/11/2017,00:00,1328,889,622,1129,249,788,1348,2531,580,365,1333,98,442,1175,1538,463,146,2221,610
03/11/2017,00:00,2264,1632,995,1976,423,1183,2238,2974,827,532,1899,250,737,1986,2460,742,227,3880,1033
04/11/2017,00:00,1533,1486,854,1370,336,783,1695,1798,665,385,881,491,738,1688,2115,410,135,3304,793
05/11/2017,00:00,558,508,330,473,72,298,819,733,238,124,400,24,171,647,891,130,53,1113,301
06/11/2017,00:00,2197,1438,1013,1922,424,1456,2021,3086,941,617,2059,297,823,1846,2522,766,301,3811,944
07/11/2017,00:00,2929,1844,1434,2257,596,1763,2410,3711,1196,179,2439,395,1107,2142,2764,1066,363,4505,1210
08/11/2017,00:00,2817,1776,1212,2191,507,1799,2272,3541,1186,1143,2288,382,1070,2061,2898,1048,336,4438,1184
09/11/2017,00:00,2659,1705,1252,2285,492,1554,2284,3634,1075,1746,2309,352,959,1995,2730,911,350,4256,1219
10/11/2017,00:00,1312,855,579,1097,211,713,1422,1488,342,1667,1042,63,344,996,1412,486,152,2205,604
11/11/2017,00:00,689,654,,725,133,285,947,861,218,1603,464,101,240,797,1091,148,44,1387,325
12/11/2017,00:00,880,670,348,693,122,374,986,978,255,949,498,115,297,796,1070,220,77,1486,328
13/11/2017,00:00,1900,1182,851,1564,336,1199,1623,2505,828,391,1651,216,710,1441,1928,654,280,2956,783
14/11/2017,00:00,2435,1430,1017,1886,416,1406,1915,2993,945,835,1922,284,863,1583,2228,834,265,3516,905
15/11/2017,00:00,2541,1530,1056,2043,484,1417,2217,3213,1047,1359,2077,328,985,1959,2529,939,291,3850,1008
16/11/2017,00:00,1444,854,640,993,262,850,1393,1660,599,1549,1304,126,477,1135,1492,454,183,2322,660
17/11/2017,00:00,1592,992,705,349,325,891,1399,1817,703,1671,1223,151,574,1227,1633,528,212,2640,688
18/11/2017,00:00,602,556,366,152,106,313,797,806,254,1587,421,62,202,691,920,154,58,1237,343
19/11/2017,00:00,265,196,124,44,25,64,342,320,112,1201,140,8,114,263,389,99,25,451,112
20/11/2017,00:00,778,401,314,101,70,480,782,1041,327,901,643,78,338,696,943,370,123,1104,299
21/11/2017,00:00,1608,919,658,213,281,943,1440,2068,746,1254,1345,293,804,1162,1720,676,215,2234,499
22/11/2017,00:00,1235,763,567,134,225,769,1212,1629,556,1123,1137,105,446,1040,1450,458,138,1898,414
23/11/2017,00:00,1269,801,607,130,266,844,1300,1506,588,1053,1118,148,642,1032,1471,477,177,2047,597
24/11/2017,00:00,1387,891,613,160,278,765,1280,1784,644,1155,1223,182,594,1153,1441,531,187,2301,686
25/11/2017,00:00,390,405,315,69,77,193,708,532,191,1028,277,51,151,494,680,133,40,935,239
26/11/2017,00:00,329,278,205,26,54,101,481,430,158,935,180,34,126,330,494,67,25,714,170
27/11/2017,00:00,650,378,327,5,123,303,434,864,313,425,496,33,194,534,851,205,86,1072,268
28/11/2017,00:00,929,533,444,30,149,447,826,1211,437,342,763,55,287,677,1056,314,124,1508,414
29/11/2017,00:00,1345,705,533,139,250,806,1157,1669,624,760,1121,145,489,929,1401,457,187,2225,564
30/11/2017,00:00,1160,624,492,133,224,678,1132,1420,517,1006,1024,115,391,903,1235,414,169,1932,517
01/12/2017,00:00,1226,720,488,131,205,620,1107,1507,564,596,984,136,415,912,1313,433,194,1973,554
02/12/2017,00:00,601,531,385,121,138,290,776,716,261,455,374,111,226,701,842,165,61,1225,375
03/12/2017,00:00,455,427,312,94,90,300,647,618,216,487,353,78,244,600,740,150,62,1106,285
04/12/2017,00:00,1373,781,627,162,243,830,1171,1689,692,196,1217,142,545,1047,1473,511,175,2150,637
05/12/2017,00:00,873,504,404,79,151,497,861,1080,420,378,801,50,267,704,925,307,107,1349,409
06/12/2017,00:00,1385,738,568,135,268,789,1216,1608,599,801,1082,98,456,931,1394,416,152,2101,608
07/12/2017,00:00,1266,734,552,141,263,765,1149,1566,554,1081,1037,98,469,903,1334,458,146,2187,567
08/12/2017,00:00,1005,597,435,142,184,544,949,1191,435,118,801,61,334,771,1035,379,130,1638,484
09/12/2017,00:00,544,474,323,109,96,272,715,672,225,0,368,78,241,568,824,140,43,1029,301
10/12/2017,00:00,252,172,130,31,34,85,313,260,102,0,84,11,58,251,358,50,18,470,146
11/12/2017,00:00,599,352,334,5,100,298,573,742,176,0,396,13,20,443,667,169,84,1004,288
12/12/2017,00:00,416,258,198,4,31,142,219,391,116,0,166,4,23,249,478,70,26,438,38
13/12/2017,00:00,449,259,196,11,48,203,443,449,126,0,185,5,5,224,500,99,42,509,5
14/12/2017,00:00,406,271,198,14,74,158,321,472,132,0,202,4,10,261,489,103,43,522,102
15/12/2017,00:00,373,225,233,33,62,166,387,462,141,0,179,10,7,293,471,122,37,558,140
16/12/2017,00:00,191,162,66,14,15,50,178,209,56,0,56,1,15,233,288,37,18,302,62
17/12/2017,00:00,161,107,31,2,17,55,220,169,53,0,48,0,4,156,226,42,17,261,22
18/12/2017,00:00,414,275,231,15,94,184,280,538,141,0,203,8,20,308,546,131,61,636,72
19/12/2017,00:00,346,253,176,11,59,110,206,381,129,0,176,6,4,272,465,102,47,503,77
20/12/2017,00:00,436,259,214,5,88,213,226,542,150,0,236,5,3,321,581,122,70,592,113
21/12/2017,00:00,411,266,181,2,70,154,270,435,122,0,224,5,9,305,520,100,56,624,81
22/12/2017,00:00,266,186,145,6,45,102,244,338,83,0,147,4,15,242,398,82,39,500,73
23/12/2017,00:00,86,106,39,5,8,23,105,107,35,0,15,2,5,100,127,19,4,196,12
24/12/2017,00:00,75,68,49,15,4,15,34,87,22,0,15,8,0,83,136,17,5,117,0
25/12/2017,00:00,15,32,12,11,1,3,9,17,17,0,9,3,5,42,59,6,2,56,2
26/12/2017,00:00,65,49,37,21,0,18,97,154,21,0,26,6,0,48,142,22,7,116,0
27/12/2017,00:00,116,95,54,6,7,55,112,143,25,0,47,3,1,93,154,75,14,143,7
28/12/2017,00:00,137,112,51,21,3,32,108,123,36,0,31,4,3,72,138,26,11,123,21
29/12/2017,00:00,124,61,53,18,8,17,229,112,30,0,28,2,8,87,127,30,6,130,54
30/12/2017,00:00,80,69,44,3,10,23,91,57,23,0,21,3,1,92,122,19,5,85,13
31/12/2017,00:00,59,39,23,1,4,16,59,52,17,0,13,3,7,76,80,15,4,102,4
